learner_id,institution,country,institution_type,age,prior_experience,welding_process,archetype,current_score,max_score_achieved,mean_score,median_score,score_std,total_sessions,learning_rate_slope,learning_rate_r2,projected_score_30,improvement_first_to_last5,recent_5_mean,recent_5_std,recent_momentum,plateau_detected,plateau_score,learning_acceleration,max_improvement_rate,session_of_max_improvement,sessions_above_75,sessions_above_80,pct_sessions_above_75,max_consecutive_above_75,current_streak_above_75,score_cv,score_iqr,score_range,mean_session_diff,max_session_drop,pct_sessions_improved,recent_consistency,recent_min,variability_trend,weakest_param_score,strongest_param_score,param_score_spread,num_params_below_70,num_params_above_80,weakest_param_name,avg_work_angle,recent_work_angle,improvement_work_angle,avg_travel_angle,recent_travel_angle,improvement_travel_angle,avg_travel_speed,recent_travel_speed,improvement_travel_speed,avg_ctwd,recent_ctwd,improvement_ctwd,avg_arc_length,recent_arc_length,improvement_arc_length,avg_bead_quality,recent_bead_quality,improvement_bead_quality,corr_work_angle_overall,corr_travel_angle_overall,corr_travel_speed_overall,corr_ctwd_overall,corr_arc_length_overall,corr_bead_quality_overall,total_practice_minutes,avg_session_duration,total_exercises,days_since_enrollment,sessions_per_week,avg_gap_days,max_gap_days,gap_std,pct_gaps_over_5days,practice_regularity,max_consecutive_days,current_consecutive_days,duration_trend,avg_score_1G_Flat,count_1G_Flat,avg_score_2G_Horizontal,count_2G_Horizontal,avg_score_3G_Vertical,count_3G_Vertical,avg_score_4G_Overhead,count_4G_Overhead,difficulty_sensitivity,max_difficulty_attempted,score_at_max_difficulty,num_positions_practiced,score_vs_institution,zscore_vs_institution,score_vs_global,zscore_vs_global,certified,certification_probability,outcome_reason
SKV-0001,ITI_Chennai,India,Industrial,41,none,GMAW,steady_learner,57.88,75.6,55.02290322580646,54.62,9.608384508417764,31,0.5999637096774192,0.3119171125307659,63.422395161290325,12.851999999999997,61.838,5.347711286148495,0.8460000000000009,0,0.0,-2.229523809523807,7.494285714285716,9,1,0,0.032258064516129,1,0,0.1746251823034494,12.330000000000004,42.07999999999999,8.68,25.919999999999995,0.4333333333333333,0.9135206299478686,53.32,-0.2821311502072756,44.68,78.17,33.49,5,0,bead_quality,68.63870967741936,77.566,17.262000000000008,56.91903225806451,62.348,10.406000000000006,55.31870967741936,63.53,13.339999999999996,57.15193548387098,63.162,13.704,53.8383870967742,59.90599999999999,13.72399999999999,42.38548387096776,48.43,9.6,0.9372880302783768,0.9398744594829712,0.949500270395649,0.9461531118193498,0.94465476451901,0.9596687070112648,1526,49.2258064516129,183,68,3.1911764705882355,2.2666666666666666,7,1.6719914938645934,0.0666666666666666,2.004447335153047,16,16,0.0528225806451612,60.36888888888888,9,54.4,1,57.371428571428574,7,51.77333333333333,6,-12.000856026964849,1.9,55.00749999999999,6,4.192633136094671,0.3262851746825718,-5.900566666666656,-0.477064903527005,0,0.08,passed
SKV-0002,ITI_Chennai,India,Industrial,27,none,GTAW,plateau_learner,38.64,62.59,40.03035714285715,40.615,10.592987398052834,28,0.8316119321291734,0.4021471811400976,52.920342090859336,18.236,45.686,7.48058714273151,-0.7640000000000001,1,44.74625,-2.1511111111111183,7.723333333333336,6,0,0,0.0,0,0,0.264623854281469,11.479999999999997,45.33,8.255925925925926,22.21,0.4814814814814814,0.8362608426849775,36.95,-1.3953349175858705,28.64,47.62,18.98,6,0,work_angle,37.2375,40.63000000000001,12.812000000000008,43.54107142857142,47.602,17.706,35.43678571428571,41.324,18.192,39.2075,44.2,19.354,41.49321428571428,47.554,18.268,43.60285714285714,52.120000000000005,21.890000000000008,0.9465769990168638,0.9421659853969492,0.956628838096501,0.9590264572754332,0.9738174951413912,0.9717736674683964,1248,44.57142857142857,157,78,2.5128205128205128,2.888888888888889,14,2.779999111821512,0.074074074074074,2.2324535637992398,4,4,-0.0580186097427476,33.888,5,37.68833333333333,6,40.82,7,44.88428571428572,7,14.885724550898196,1.7,41.78333333333334,5,-15.047366863905332,-1.1710380007813854,-25.140566666666658,-2.032632235002444,0,0.08,passed
SKV-0003,NSDC_Delhi,India,Government,24,none,GTAW,steady_learner,62.74,66.12,50.10124999999999,48.3,8.289861937179653,24,0.4870130434782609,0.1653762687533781,58.62397826086956,7.957999999999998,56.438,6.63715119610816,2.947,0,0.0,2.283015873015877,7.176190476190477,12,0,0,0.0,0,0,0.1654621778004547,11.057499999999996,28.570000000000007,7.226956521739129,20.39,0.5652173913043478,0.882399248822918,46.53,2.705521571255515,49.85,73.78,23.93,5,0,bead_quality,51.71791666666667,57.538,6.719999999999992,52.32666666666668,60.974,11.25200000000001,48.825,55.224,6.834000000000003,61.48166666666666,69.468,10.924,48.83166666666667,54.946000000000005,6.654000000000004,40.91333333333333,44.768,6.290000000000006,0.89865473327595,0.938874485864248,0.9418358197317108,0.9393437799303808,0.9551310440921372,0.938252389803066,1078,44.91666666666666,125,57,2.947368421052632,2.4782608695652173,7,1.8384673488579104,0.0869565217391304,2.1678745879098806,9,9,0.4060869565217391,54.21,5,56.818333333333335,6,45.63,1,46.76285714285715,7,-15.237918660287075,1.9,49.175,6,8.270998080614206,0.6748810076211658,-1.0405666666666562,-0.0841305360129388,0,0.08,passed
SKV-0004,Maruti_Training,India,Corporate,28,some_manual,GMAW,steady_learner,66.75,70.6,55.23074074074074,54.9,7.349419692851506,27,0.5036385836385836,0.2848931608222657,63.28895807895808,11.54,60.746,6.691635375601391,1.69,0,0.0,2.485793650793655,5.07714285714286,20,0,0,0.0,0,0,0.1330675560919928,9.765,27.94,8.008076923076922,17.179999999999993,0.4230769230769231,0.8898423702877586,53.42,0.9073624036497464,48.73,81.62,32.89000000000001,5,1,ctwd,53.78148148148148,59.61800000000001,11.846000000000004,62.56,70.536,14.248000000000005,59.29592592592592,64.50399999999999,11.655999999999992,44.71407407407408,48.344,8.783999999999999,49.78074074074075,54.516000000000005,11.110000000000008,58.72666666666666,64.46000000000001,11.555999999999996,0.8402609843071356,0.9287127875422022,0.9081306342868029,0.8927865468381216,0.9186566297488022,0.9762443289291398,1236,45.77777777777778,127,79,2.392405063291139,3.0384615384615383,14,2.980459040932211,0.1538461538461538,2.324499813878887,7,6,-0.2039072039072038,54.596,5,61.1,6,55.11555555555555,9,52.795,4,-11.476074895977812,1.7,48.14333333333334,5,12.349345323741003,0.9748005032239618,2.969433333333342,0.2400807425326177,0,0.08,low_overall_score
SKV-0005,Community_College_CA,USA,CTE_School,20,none,GMAW,plateau_learner,74.54,94.44,65.6621875,66.61500000000001,13.500274704236348,32,1.2382459677419355,0.7171714977075682,82.37850806451613,28.616,76.364,2.481802570713469,-1.0019999999999982,0,0.0,-1.8942857142857008,7.431904761904747,22,8,4,0.25,4,0,0.2056019638727437,20.0525,54.76,8.186774193548386,27.789999999999992,0.4838709677419355,0.9675003591955832,73.45,-1.4521200910229517,70.05,81.45,11.400000000000006,0,1,travel_speed,68.084375,80.59599999999999,33.273999999999994,61.724375,72.39,28.554,63.503125,72.238,24.588,71.264375,81.512,29.512,65.280625,78.45,30.466000000000008,65.0440625,74.88199999999999,27.139999999999997,0.976946710786538,0.9521523283059986,0.9823728902128772,0.9718951304808734,0.9727807894039529,0.9848949737571716,1501,46.90625,189,71,3.154929577464789,2.290322580645161,7,1.781509841481816,0.064516129032258,2.007156102764577,16,16,-0.3781158357771261,68.42833333333333,6,56.5625,4,65.6225,8,59.92750000000001,4,4.77812637121545,1.9,67.735,6,21.0881227694504,1.661321592743367,10.759433333333348,0.8699076402557819,1,0.75,passed
SKV-0006,Welding_Academy_UK,UK,Vocational,19,none,GMAW,plateau_learner,61.11,68.76,49.661875,53.83,12.429639083029524,32,1.1001319648093844,0.6678315279739729,64.51365652492669,27.12400000000001,61.784000000000006,5.593434007834543,-0.1149999999999991,1,62.43375,-0.4761111111111067,9.19619047619048,11,0,0,0.0,0,0,0.2502853361965627,18.639999999999997,41.940000000000005,9.107741935483876,18.1,0.5161290322580645,0.9094679203850636,54.82,-4.109726994054511,48.9,68.92,20.020000000000003,6,0,ctwd,49.5903125,59.648,25.632,57.0690625,69.642,30.41,49.196875000000006,61.982000000000006,26.64200000000001,39.998125,48.882,22.68,48.5384375,61.364,27.758000000000003,52.7171875,67.284,29.114000000000004,0.9423436531240365,0.965654874767646,0.9884550661479948,0.961868918480129,0.9674202275238294,0.9704914668028848,1464,45.75,162,74,3.027027027027027,2.3870967741935485,14,2.5737811942346704,0.064516129032258,2.037861731142788,15,15,0.3698680351906158,47.23875,8,54.720000000000006,5,48.03666666666667,9,48.11,4,2.5140088527335744,1.9,51.09,6,7.36464906184851,0.6131813965520659,-2.6705666666666588,-0.215917165446669,0,0.08,low_overall_score
SKV-0007,NSDC_Delhi,India,Government,22,none,GMAW,slow_starter,54.13,62.27,45.16741935483872,46.03,8.794814442738748,31,0.6962862903225806,0.501432308735672,54.915427419354856,18.36600000000001,56.40400000000001,5.01754760814484,1.0970000000000006,0,0.0,-1.657301587301589,7.522380952380942,1,0,0,0.0,0,0,0.1947158940319093,11.260000000000003,40.190000000000005,8.110999999999999,12.950000000000005,0.5,0.9110426989707244,48.92,-1.5100249203283012,43.53,61.58,18.05,6,0,travel_angle,44.15225806451613,55.052,18.216,39.472903225806455,50.466,19.658,49.74741935483871,62.846,22.15600000000001,51.08806451612904,61.102,15.385999999999996,47.43935483870968,58.024,15.765999999999998,39.47483870967741,50.698,17.912,0.9007266296067667,0.8887880170673129,0.9717577702954568,0.938433522616304,0.9420146494996502,0.9661139742915148,1354,43.67741935483871,174,78,2.7820512820512824,2.6,7,1.6041612554021285,0.0333333333333333,2.3323808162792807,7,6,0.2008064516129032,46.47714285714286,7,43.15,5,47.81666666666667,6,42.88799999999999,10,-1.6562084551980858,1.7,47.77333333333333,5,-0.3390019193857938,-0.0276612271833103,-9.650566666666656,-0.7802550019174882,0,0.08,low_overall_score
SKV-0008,ITI_Chennai,India,Industrial,21,some_manual,GTAW,slow_starter,50.92,62.42,46.69233333333333,46.81,6.481682231917541,30,0.2233659621802002,0.0889686419221444,49.93113978494623,6.850000000000001,51.02,6.415721315643316,-0.1450000000000003,0,0.0,-2.5299999999999963,5.547619047619058,25,0,0,0.0,0,0,0.1388168413914355,8.175000000000004,30.300000000000004,8.079655172413794,17.21,0.4827586206896552,0.8742508562448879,44.6,0.9833067392149504,44.69,59.52,14.830000000000004,6,0,ctwd,40.746,46.138,7.119999999999997,42.40433333333333,47.816,9.735999999999995,46.97766666666666,49.55199999999999,5.305999999999997,41.52466666666666,45.132,4.455999999999996,50.283,54.028,6.795999999999992,55.263,60.71,7.868000000000002,0.8430710243368508,0.9043501501643116,0.8620553383641405,0.8820710741141079,0.9517086865434574,0.959646834976655,1377,45.9,169,82,2.5609756097560976,2.827586206896552,14,2.666121624838304,0.1034482758620689,2.346638877082385,8,7,0.0545050055617352,50.264,5,46.01375,8,50.468,5,44.495,6,-7.698015536983172,1.9,38.495000000000005,6,-2.7673668639053304,-0.215366036400024,-12.860566666666656,-1.039785726139742,0,0.08,low_overall_score
SKV-0009,ITI_Mumbai,India,Industrial,24,none,GTAW,struggling,33.24,55.72,38.09,36.24,9.926519424188312,33,0.1594618983957219,0.023397395483623,40.16300467914439,5.154000000000011,44.00600000000001,6.173276601611172,-3.198999999999999,0,0.0,-5.361587301587297,8.4957142857143,12,0,0,0.0,0,0,0.2606069682746716,14.120000000000005,35.54,11.469375,28.3,0.5,0.8597173885331921,33.24,0.4680157267617577,25.12,41.99,16.87,6,0,work_angle,32.91636363636363,37.806,7.384,41.56,46.21,4.294000000000004,42.22393939393939,50.896,7.230000000000004,34.83818181818182,39.766000000000005,3.862000000000002,36.25909090909091,41.364,4.408000000000001,39.04484848484849,45.274,3.5760000000000005,0.8757437109709776,0.9297814825594242,0.9617578910799524,0.9285169756054004,0.9535298544580474,0.9698524639966544,1385,41.96969696969697,193,85,2.717647058823529,2.65625,14,2.418798449127169,0.03125,2.259669235259032,6,6,0.3322192513368983,39.25888888888889,9,43.48714285714285,7,36.07,3,37.7875,8,-11.721645704974792,1.9,22.723333333333333,6,-20.068065454545447,-1.5012948021265593,-30.540566666666656,-2.46922597668474,0,0.08,passed
SKV-0010,Welding_Academy_UK,UK,Vocational,22,some_manual,SMAW,slow_starter,78.92,84.47,53.010625000000005,50.28,14.137583098230582,32,0.7273790322580647,0.2256657250616071,62.83024193548388,24.075999999999997,69.076,11.22741751250037,5.2330000000000005,0,0.0,-3.3162698412698384,13.371904761904766,12,3,2,0.09375,1,1,0.2666933863836475,17.964999999999996,53.66,13.972903225806451,37.970000000000006,0.5806451612903226,0.837462830637631,50.45,1.0809198670825957,70.7,85.38,14.679999999999993,0,3,travel_angle,60.429375,71.666,19.444,47.142187500000006,60.044,20.84200000000001,54.2,71.076,25.429999999999996,49.6334375,67.684,26.366,53.88375,72.8,27.004000000000005,52.5415625,70.17,24.700000000000003,0.9437616008738604,0.9548114113290328,0.9790042581005622,0.9583314296106604,0.9792228505867104,0.991253517628128,1590,49.6875,187,77,2.909090909090909,2.4838709677419355,7,2.0770787138071287,0.1290322580645161,2.0392115369481565,12,11,0.2129765395894428,49.8275,4,58.425,10,54.70333333333334,3,52.18833333333333,6,-8.777258377501662,1.9,50.05666666666667,6,25.174649061848516,2.0960437272455543,15.139433333333344,1.224033675175866,1,0.75,passed
